,quyu,home_num,size,chaoxiang,jianzao,tags,city
2630,9,3,90.0,0,2015.0,0,1
2631,7,3,86.5,0,2019.0,0,1
2632,8,3,69.02,0,2017.0,0,1
2633,7,2,58.0,1,2013.0,0,1
2634,9,2,71.0,0,2019.0,1,1
2635,13,2,86.72,0,2010.0,1,1
2636,7,3,90.0,0,2017.0,0,1
2637,13,3,75.0,0,2000.0,1,1
2638,7,3,89.94,1,2018.0,0,1
2639,10,2,80.95,0,2000.0,1,1
2640,10,3,109.8,1,2000.0,1,1
2641,10,2,96.67,1,2011.0,1,1
2642,7,3,102.0,1,2021.0,0,1
2643,8,3,125.0,0,2010.0,1,1
2644,11,3,89.0,0,2015.0,0,1
2645,7,3,108.58,1,2018.0,0,1
2646,13,2,92.0,0,2006.0,1,1
2647,10,3,72.96,1,2000.0,1,1
2648,9,2,87.19,0,2014.0,1,1
2649,13,2,82.0,0,2007.0,1,1
2650,7,3,97.76,0,2019.0,1,1
2651,8,3,115.34,1,2013.0,1,1
2652,13,3,89.0,0,2011.0,1,1
2653,8,3,101.76,0,2008.0,1,1
2654,7,2,70.0,1,2000.0,0,1
2655,7,2,70.0,0,2018.0,0,1
2656,9,2,92.0,0,2008.0,1,1
2657,11,3,88.0,0,2014.0,0,1
2658,12,3,118.0,0,2005.0,1,1
2659,14,3,88.52,0,2000.0,1,1
2660,7,2,66.0,1,2015.0,0,1
2661,8,2,100.02,0,2016.0,1,1
2662,7,2,63.77,0,2009.0,0,1
2663,13,3,72.47,0,1985.0,1,1
2664,10,3,73.0,0,1990.0,1,1
2665,10,3,89.7,1,2000.0,0,1
2666,7,4,142.0,0,2019.0,1,1
2667,13,3,80.88,0,2011.0,1,1
2668,13,3,121.0,0,2006.0,1,1
2669,13,2,92.75,0,2006.0,1,1
2670,7,3,87.0,1,2013.0,0,1
2671,8,2,90.49,1,2011.0,1,1
2672,7,2,70.0,1,2016.0,1,1
2673,7,2,90.94,1,2007.0,1,1
2674,7,2,77.36,1,2013.0,0,1
2675,8,3,103.6,0,2019.0,1,1
2676,10,3,99.79,0,2018.0,1,1
2677,13,2,63.0,0,2000.0,0,1
2678,7,2,77.3,1,2013.0,0,1
2679,9,3,110.0,0,2010.0,1,1
2680,13,2,86.0,0,2009.0,1,1
2681,14,2,81.19,0,2010.0,1,1
2682,13,1,70.95,9,2018.0,0,1
2683,11,3,101.01,0,2021.0,0,1
2684,7,2,70.0,1,2000.0,0,1
2685,9,2,70.73,1,2012.0,1,1
2686,12,3,65.49,0,1990.0,1,1
2687,10,3,97.26,0,1998.0,0,1
2688,12,3,108.67,0,2003.0,1,1
2689,14,3,89.0,0,2010.0,1,1
2690,12,3,91.76,1,2011.0,0,1
2691,10,2,50.0,1,1997.0,1,1
2692,7,3,116.48,1,2018.0,0,1
2693,14,3,97.14,0,2000.0,1,1
2694,12,3,69.0,1,2000.0,1,1
2695,12,2,91.91,0,2012.0,1,1
2696,12,2,91.91,0,2008.0,1,1
2697,9,2,62.39,0,2017.0,1,1
2698,12,2,65.0,0,2000.0,0,1
2699,9,3,87.0,0,2017.0,1,1
2700,13,3,139.83,0,2015.0,1,1
2701,9,3,89.03,0,2012.0,1,1
2702,9,2,82.0,0,2010.0,1,1
2703,13,2,43.29,0,1998.0,1,1
2704,17,3,89.7,0,2016.0,0,1
2705,7,3,124.0,0,2020.0,1,1
2706,18,3,126.5,0,2017.0,1,1
2707,8,2,84.36,0,2013.0,0,1
2708,9,3,89.0,0,2016.0,0,1
2709,12,2,94.14,6,1998.0,1,1
2710,7,3,97.0,1,2018.0,1,1
2711,13,3,84.57,1,1990.0,1,1
2712,10,3,85.73,1,2017.0,0,1
2713,8,3,135.0,1,2015.0,1,1
2714,8,3,112.79,0,2009.0,1,1
2715,10,3,123.43,0,2006.0,0,1
2716,8,3,93.49,0,2000.0,1,1
2717,7,3,99.7,1,2018.0,1,1
2718,14,3,86.48,0,2018.0,1,1
2719,12,3,62.42,0,1998.0,1,1
2720,12,3,68.2,0,2000.0,1,1
2721,10,2,93.6,1,2000.0,1,1
2722,13,3,85.0,0,2007.0,1,1
2723,9,3,99.5,0,2014.0,1,1
2724,8,3,128.0,0,2012.0,1,1
2725,14,3,89.0,0,2013.0,1,1
2726,12,3,75.16,0,2000.0,1,1
2727,7,3,104.23,0,2018.0,1,1
2728,8,4,118.0,1,2019.0,0,1
2729,12,3,75.91,0,2005.0,1,1
2730,12,3,60.23,0,1995.0,1,1
2731,9,2,61.0,1,2015.0,1,1
2732,9,2,65.0,0,2017.0,1,1
2733,10,2,96.12,0,2003.0,0,1
2734,7,3,116.0,1,2017.0,1,1
2735,8,3,88.29,0,2017.0,1,1
2736,12,2,72.03,0,1990.0,1,1
2737,13,2,57.0,0,1990.0,1,1
2738,9,2,87.0,1,2016.0,1,1
2739,9,3,95.3,0,2015.0,1,1
2740,10,3,104.96,0,2008.0,0,1
2741,7,3,115.2,1,2017.0,0,1
2742,11,3,108.49,0,2016.0,0,1
2743,7,2,68.95,0,2017.0,1,1
2744,7,2,84.7,0,2000.0,0,1
2745,12,3,81.45,1,1988.0,1,1
2746,8,5,170.0,0,2019.0,0,1
2747,7,2,88.0,1,2019.0,0,1
2748,9,3,88.0,0,2020.0,1,1
2749,7,3,90.94,0,2010.0,0,1
2750,12,3,62.65,0,1989.0,1,1
2751,10,2,81.49,1,2004.0,1,1
2752,8,3,88.0,1,2018.0,0,1
2753,11,3,112.0,1,2014.0,0,1
2754,10,3,107.2,1,1992.0,1,1
2755,7,3,110.16,0,2019.0,0,1
2756,14,3,89.29,1,2013.0,1,1
2757,14,3,99.47,0,2018.0,0,1
2758,13,3,110.0,0,2010.0,1,1
2759,11,3,87.0,0,2015.0,0,1
2760,10,3,73.27,1,1990.0,1,1
2761,13,3,97.58,0,2000.0,1,1
2762,14,3,88.0,1,2018.0,1,1
2763,12,3,84.08,0,2016.0,1,1
2764,10,3,62.0,0,1990.0,1,1
2765,8,2,82.05,0,2012.0,1,1
2766,7,3,100.25,0,2019.0,0,1
2767,8,2,87.29,1,2004.0,1,1
2768,9,3,110.95,0,2020.0,0,1
2769,8,3,113.87,0,2012.0,1,1
2770,10,2,51.23,1,1997.0,0,1
2771,11,2,40.0,0,2019.0,1,1
2772,11,3,89.0,1,2016.0,0,1
2773,14,2,87.78,0,2000.0,1,1
2774,9,3,94.13,0,2016.0,1,1
2775,17,3,127.69,0,2012.0,0,1
2776,7,3,88.0,1,2017.0,0,1
2777,7,3,91.51,0,2008.0,0,1
2778,12,2,68.0,0,1992.0,1,1
2779,14,2,83.0,0,2018.0,1,1
2780,13,3,67.91,0,1994.0,1,1
2781,8,3,149.0,0,2008.0,1,1
2782,18,2,89.9,0,2015.0,1,1
2783,13,2,57.13,0,2000.0,1,1
2784,9,3,100.0,0,2020.0,1,1
2785,8,2,40.0,0,2020.0,1,1
2786,13,3,64.12,0,1992.0,1,1
2787,11,3,89.0,1,2009.0,1,1
2788,9,3,83.61,0,2018.0,0,1
2789,7,3,117.35,0,2020.0,1,1
2790,10,2,68.04,8,1999.0,1,1
2791,8,3,97.45,1,2000.0,1,1
2793,7,4,128.0,1,2021.0,0,1
2794,15,3,82.0,1,2020.0,0,1
2796,11,3,88.65,1,2015.0,0,1
2798,7,3,93.09,1,2015.0,1,1
2799,8,2,86.0,0,2017.0,0,1
2800,7,2,76.82,1,2000.0,0,1
2801,17,3,87.65,0,2020.0,1,1
2802,7,3,100.2,1,2021.0,0,1
2803,8,3,88.29,0,2017.0,1,1
2804,10,2,66.97,1,2000.0,1,1
2805,8,2,40.0,0,2020.0,1,1
